code,quantity,creator_id,created_at,updated_at,deleted_at,manufacture_product_id,manufacture_dept_id,task_id,order_id
6361c5a7ecb671667351975,102.000000,400,2022-11-08 08:07:21+00:00,2022-11-08 08:15:40+00:00,,24,3,3,2126
6361c715b2dc01667352341,101.000000,400,2022-11-08 08:13:49+00:00,2022-11-08 08:13:49+00:00,,29,3,5,2126
6365b435a84701667609653,201.000000,400,2022-11-08 08:22:24+00:00,2022-11-08 08:22:24+00:00,,428,3,121,1961
6365b435a84701667609653,201.000000,400,2022-11-08 08:22:24+00:00,2022-11-08 08:22:24+00:00,,429,3,121,1961
6368578ac11b71667782538,104.000000,400,2022-11-08 09:10:49+00:00,2022-11-08 09:10:49+00:00,,502,3,148,2072
6368578ac11b71667782538,120.000000,400,2022-11-08 09:10:49+00:00,2022-11-08 09:10:49+00:00,,503,3,148,2072
6364bb9cd6ef51667546012,110.000000,400,2022-11-08 09:38:11+00:00,2022-11-08 09:38:11+00:00,,353,3,98,2112
6364bb9cd6ef51667546012,119.000000,400,2022-11-08 09:38:11+00:00,2022-11-08 09:38:11+00:00,,354,3,98,2112
6364800f8d2111667530767,102.000000,400,2022-11-08 09:43:07+00:00,2022-11-08 09:43:07+00:00,,274,3,66,2124
6364800f8d2111667530767,102.000000,400,2022-11-08 09:43:07+00:00,2022-11-08 09:43:07+00:00,,275,3,66,2124
6364800f8d2111667530767,67.000000,400,2022-11-08 09:43:07+00:00,2022-11-08 09:43:07+00:00,,276,3,66,2124
6364800f8d2111667530767,151.000000,400,2022-11-08 09:43:07+00:00,2022-11-08 09:43:07+00:00,,277,3,66,2124
6364800f8d2111667530767,102.000000,400,2022-11-08 09:43:07+00:00,2022-11-08 09:43:07+00:00,,278,3,66,2124
6364800f8d2111667530767,67.000000,400,2022-11-08 09:43:07+00:00,2022-11-08 09:43:07+00:00,,279,3,66,2124
6368acac44cb01667804332,60.000000,400,2022-11-08 10:21:55+00:00,2022-11-08 10:21:55+00:00,,577,3,174,2140
6368acac44cb01667804332,60.000000,400,2022-11-08 10:21:55+00:00,2022-11-08 10:21:55+00:00,,578,3,174,2140
6368acac44cb01667804332,33.000000,400,2022-11-08 10:21:55+00:00,2022-11-08 10:21:55+00:00,,582,3,174,2140
6368b0dd2327f1667805405,65.000000,400,2022-11-08 10:23:42+00:00,2022-11-08 10:23:42+00:00,,604,3,178,2139
6368b0dd2327f1667805405,65.000000,400,2022-11-08 10:23:42+00:00,2022-11-08 10:23:42+00:00,,605,3,178,2139
6368b0dd2327f1667805405,33.000000,400,2022-11-08 10:23:42+00:00,2022-11-08 10:23:42+00:00,,609,3,178,2139
6364a5bddf3321667540413,117.000000,400,2022-11-08 10:38:49+00:00,2022-11-08 10:38:49+00:00,,310,3,81,2116
6364a5bddf3321667540413,126.000000,400,2022-11-08 10:38:49+00:00,2022-11-08 10:38:49+00:00,,311,3,81,2116
6364a5bddf3321667540413,103.000000,400,2022-11-08 10:38:49+00:00,2022-11-08 10:38:49+00:00,,315,3,81,2116
6364a5bddf3321667540413,68.000000,400,2022-11-08 10:38:49+00:00,2022-11-08 10:38:49+00:00,,316,3,81,2116
636385dc3879e1667466716,129.000000,400,2022-11-08 10:49:43+00:00,2022-11-08 10:49:43+00:00,,192,3,47,2131
636385dc3879e1667466716,118.000000,400,2022-11-08 10:49:43+00:00,2022-11-08 10:49:43+00:00,,193,3,47,2131
636385dc3879e1667466716,110.000000,400,2022-11-08 10:49:43+00:00,2022-11-08 10:49:43+00:00,,194,3,47,2131
636385dc3879e1667466716,153.000000,400,2022-11-08 10:49:43+00:00,2022-11-08 10:49:43+00:00,,197,3,47,2131
636385dc3879e1667466716,68.000000,400,2022-11-08 10:49:43+00:00,2022-11-08 10:49:43+00:00,,199,3,47,2131
636476bcd724d1667528380,146.200000,400,2022-11-08 10:51:49+00:00,2022-11-09 14:06:29+00:00,,229,3,58,2129
6364cc3b0e5201667550267,114.000000,400,2022-11-08 11:06:24+00:00,2022-11-08 11:06:24+00:00,,369,3,104,2110
6364cc3b0e5201667550267,110.000000,400,2022-11-08 11:06:24+00:00,2022-11-08 11:06:24+00:00,,370,3,104,2110
6364cc3b0e5201667550267,125.000000,400,2022-11-08 11:06:24+00:00,2022-11-08 11:06:24+00:00,,371,3,104,2110
6364cc3b0e5201667550267,101.000000,400,2022-11-08 11:06:24+00:00,2022-11-08 11:06:24+00:00,,374,3,104,2110
63620ceb83c3e1667370219,626.000000,400,2022-11-08 11:20:29+00:00,2022-11-08 11:20:29+00:00,,88,3,14,1971
63620ceb83c3e1667370219,603.000000,400,2022-11-08 11:20:29+00:00,2022-11-08 11:20:29+00:00,,89,3,14,1971
63620ceb83c3e1667370219,603.000000,400,2022-11-08 11:20:29+00:00,2022-11-08 11:20:29+00:00,,90,3,14,1971
6368645bb5eb21667785819,164.000000,400,2022-11-08 12:41:07+00:00,2022-11-08 12:41:07+00:00,,537,3,162,1996
6365b99c4359d1667611036,116.000000,400,2022-11-08 12:43:34+00:00,2022-11-08 12:43:34+00:00,,439,3,127,2035
63685b224307c1667783458,215.000000,400,2022-11-08 12:46:26+00:00,2022-11-08 12:46:26+00:00,,505,3,150,2012
63685b224307c1667783458,220.000000,400,2022-11-08 12:46:26+00:00,2022-11-08 12:46:26+00:00,,506,3,150,2012
63685ed7845501667784407,210.000000,400,2022-11-08 12:52:00+00:00,2022-11-08 12:52:00+00:00,,508,3,152,1985
63685ed7845501667784407,210.000000,400,2022-11-08 12:52:00+00:00,2022-11-08 12:52:00+00:00,,509,3,152,1985
63685ed7845501667784407,220.000000,400,2022-11-08 12:52:00+00:00,2022-11-08 12:52:00+00:00,,511,3,152,1985
63685ed7845501667784407,200.000000,400,2022-11-08 12:52:00+00:00,2022-11-08 12:52:00+00:00,,514,3,152,1985
6368606751dc21667784807,10402.000000,400,2022-11-08 13:37:37+00:00,2022-11-22 09:11:26+00:00,,519,3,155,1902
63638045b9ccf1667465285,104.000000,400,2022-11-08 14:20:03+00:00,2022-11-08 14:20:03+00:00,,156,3,35,2135
63638045b9ccf1667465285,104.000000,400,2022-11-08 14:20:03+00:00,2022-11-08 14:20:03+00:00,,157,3,35,2135
63637cc60997e1667464390,139.000000,400,2022-11-08 14:25:17+00:00,2022-11-08 14:25:17+00:00,,142,3,31,2134
63637cc60997e1667464390,117.000000,400,2022-11-08 14:25:17+00:00,2022-11-08 14:25:17+00:00,,143,3,31,2134
63637cc60997e1667464390,119.000000,400,2022-11-08 14:25:17+00:00,2022-11-08 14:25:17+00:00,,144,3,31,2134
63637cc60997e1667464390,120.000000,400,2022-11-08 14:25:17+00:00,2022-11-08 14:25:17+00:00,,145,3,31,2134
636476bcd724d1667528380,117.200000,400,2022-11-08 14:40:59+00:00,2022-11-09 14:06:29+00:00,,230,3,58,2129
6364cd9130f3b1667550609,101.000000,400,2022-11-08 14:45:38+00:00,2022-11-08 14:45:38+00:00,,376,3,105,2110
6364b9d8eb55c1667545560,250.000000,400,2022-11-08 14:50:20+00:00,2022-11-08 14:50:20+00:00,,346,3,94,2113
6361e2be0aadf1667359422,314.000000,400,2022-11-09 10:03:16+00:00,2022-11-09 10:03:16+00:00,,51,3,7,2125
6361e2be0aadf1667359422,252.000000,400,2022-11-09 10:03:44+00:00,2022-11-09 10:03:44+00:00,,53,3,7,2125
636478d66da411667528918,114.000000,400,2022-11-09 10:07:36+00:00,2022-11-09 10:07:36+00:00,,250,3,62,2127
636478d66da411667528918,112.000000,400,2022-11-09 10:07:36+00:00,2022-11-09 10:07:36+00:00,,251,3,62,2127
636478d66da411667528918,125.000000,400,2022-11-09 10:07:36+00:00,2022-11-09 10:07:36+00:00,,252,3,62,2127
636478d66da411667528918,150.000000,400,2022-11-09 10:07:36+00:00,2022-11-09 10:07:36+00:00,,254,3,62,2127
636478d66da411667528918,105.000000,400,2022-11-09 10:07:36+00:00,2022-11-09 10:07:36+00:00,,255,3,62,2127
636478d66da411667528918,67.000000,400,2022-11-09 10:07:36+00:00,2022-11-09 10:07:36+00:00,,256,3,62,2127
636382aab74711667465898,118.000000,400,2022-11-09 10:13:09+00:00,2022-11-09 10:13:09+00:00,,168,3,39,2133
636382aab74711667465898,112.000000,400,2022-11-09 10:13:09+00:00,2022-11-09 10:13:09+00:00,,169,3,39,2133
636382aab74711667465898,125.000000,400,2022-11-09 10:13:09+00:00,2022-11-09 10:13:09+00:00,,172,3,39,2133
636384795e2e41667466361,139.000000,400,2022-11-09 10:18:04+00:00,2022-11-09 10:18:04+00:00,,180,3,43,2132
636384795e2e41667466361,116.000000,400,2022-11-09 10:18:04+00:00,2022-11-12 11:21:19+00:00,,181,3,43,2132
6364798793db61667529095,101.000000,400,2022-11-09 10:27:28+00:00,2022-11-09 10:27:28+00:00,,257,3,63,2127
6364798793db61667529095,112.000000,400,2022-11-09 10:27:28+00:00,2022-11-09 10:27:28+00:00,,258,3,63,2127
6363870a9fcae1667467018,116.000000,400,2022-11-09 10:36:08+00:00,2022-11-09 10:36:08+00:00,,203,3,49,2131
6363870a9fcae1667467018,113.000000,400,2022-11-09 10:36:08+00:00,2022-11-09 10:36:08+00:00,,204,3,49,2131
6364ab42c9f871667541826,109.000000,400,2022-11-09 10:41:29+00:00,2022-11-09 10:41:29+00:00,,333,3,90,2114
6364ab42c9f871667541826,104.000000,400,2022-11-09 10:41:29+00:00,2022-11-09 10:41:29+00:00,,334,3,90,2114
6364ab42c9f871667541826,105.000000,400,2022-11-09 10:41:29+00:00,2022-11-09 10:41:29+00:00,,335,3,90,2114
6364ab42c9f871667541826,149.000000,400,2022-11-09 10:41:29+00:00,2022-11-09 10:41:29+00:00,,337,3,90,2114
6364ab42c9f871667541826,105.000000,400,2022-11-09 10:41:29+00:00,2022-11-09 10:41:29+00:00,,338,3,90,2114
6364ab42c9f871667541826,66.000000,400,2022-11-09 10:41:30+00:00,2022-11-09 10:41:30+00:00,,339,3,90,2114
6364ac950fb591667542165,100.000000,400,2022-11-09 10:43:45+00:00,2022-11-09 10:43:45+00:00,,340,3,91,2114
636476bcd724d1667528380,102.000000,400,2022-11-09 14:06:29+00:00,2022-11-09 14:06:29+00:00,,231,3,58,2129
636476bcd724d1667528380,102.000000,400,2022-11-09 14:06:29+00:00,2022-11-09 14:06:29+00:00,,234,3,58,2129
636476bcd724d1667528380,67.000000,400,2022-11-09 14:06:29+00:00,2022-11-09 14:06:29+00:00,,235,3,58,2129
6364784a616fc1667528778,102.000000,400,2022-11-09 14:08:44+00:00,2022-11-09 14:08:44+00:00,,243,3,59,2129
6364a769504f11667540841,200.000000,400,2022-11-09 14:14:51+00:00,2022-11-09 14:14:51+00:00,,327,3,85,2115
6364a81714b0c1667541015,201.000000,400,2022-11-09 14:15:43+00:00,2022-11-11 10:42:45+00:00,,329,3,86,2115
63638375a70f21667466101,118.000000,400,2022-11-09 14:19:13+00:00,2022-11-09 14:19:13+00:00,,176,3,40,2133
6364ab42c9f871667541826,100.000000,400,2022-11-09 14:43:39+00:00,2022-11-09 14:43:39+00:00,,336,3,90,2114
6361e2be0aadf1667359422,252.000000,400,2022-11-09 14:52:11+00:00,2022-11-09 14:52:11+00:00,,57,3,7,2125
6361e2be0aadf1667359422,167.000000,400,2022-11-09 14:52:11+00:00,2022-11-09 14:52:11+00:00,,58,3,7,2125
63637cc60997e1667464390,102.000000,400,2022-11-09 14:56:31+00:00,2022-11-09 14:56:31+00:00,,147,3,31,2134
63637cc60997e1667464390,67.000000,400,2022-11-09 14:56:31+00:00,2022-11-09 14:56:31+00:00,,149,3,31,2134
6365b32523e3d1667609381,103.000000,400,2022-11-10 08:25:29+00:00,2022-11-10 08:25:29+00:00,,425,3,119,2021
6364ac950fb591667542165,107.000000,400,2022-11-10 08:47:30+00:00,2022-11-10 08:47:30+00:00,,342,3,91,2114
636384795e2e41667466361,120.000000,400,2022-11-10 08:49:59+00:00,2022-11-10 08:49:59+00:00,,184,3,43,2132
636478d66da411667528918,67.000000,400,2022-11-10 08:54:31+00:00,2022-11-10 08:54:31+00:00,,253,3,62,2127
636479c52ef3e1667529157,109.000000,400,2022-11-10 08:55:43+00:00,2022-11-10 08:55:43+00:00,,259,3,64,2127
636479c52ef3e1667529157,112.000000,400,2022-11-10 08:55:43+00:00,2022-11-10 08:55:43+00:00,,260,3,64,2127
636479c52ef3e1667529157,117.000000,400,2022-11-10 08:55:43+00:00,2022-11-10 08:55:43+00:00,,261,3,64,2127
6365c02e9bb0c1667612718,232.000000,400,2022-11-10 09:02:01+00:00,2022-11-10 09:02:01+00:00,,451,3,133,2145
6365c02e9bb0c1667612718,225.000000,400,2022-11-10 09:02:01+00:00,2022-11-10 09:02:01+00:00,,452,3,133,2145
6365c02e9bb0c1667612718,219.000000,400,2022-11-10 09:02:01+00:00,2022-11-10 09:02:01+00:00,,453,3,133,2145
6365c02e9bb0c1667612718,128.000000,400,2022-11-10 09:02:01+00:00,2022-11-10 09:02:01+00:00,,456,3,133,2145
6365c5a7103551667614119,232.000000,400,2022-11-10 09:07:50+00:00,2022-11-10 09:07:50+00:00,,477,3,141,2147
6365c5a7103551667614119,225.000000,400,2022-11-10 09:07:50+00:00,2022-11-10 09:07:50+00:00,,478,3,141,2147
6365c5a7103551667614119,219.000000,400,2022-11-10 09:07:50+00:00,2022-11-10 09:07:50+00:00,,479,3,141,2147
6365c372497631667613554,232.000000,400,2022-11-10 09:15:24+00:00,2022-11-10 09:15:24+00:00,,458,3,134,2145
6365c4d88ef0e1667613912,232.000000,400,2022-11-10 09:17:37+00:00,2022-11-10 09:17:37+00:00,,471,3,138,2146
636384f362c221667466483,139.000000,400,2022-11-10 09:19:40+00:00,2022-11-22 10:46:43+00:00,,188,3,44,2132
6365c448726e21667613768,232.000000,400,2022-11-11 07:45:11+00:00,2022-11-11 07:45:11+00:00,,464,3,137,2146
6365c448726e21667613768,225.000000,400,2022-11-11 07:45:11+00:00,2022-11-11 07:45:11+00:00,,465,3,137,2146
6365c448726e21667613768,219.000000,400,2022-11-11 07:45:11+00:00,2022-11-11 07:45:11+00:00,,466,3,137,2146
6365c448726e21667613768,128.000000,400,2022-11-11 07:45:11+00:00,2022-11-11 07:45:11+00:00,,469,3,137,2146
636480c8e5a601667530952,142.000000,400,2022-11-11 08:04:55+00:00,2022-11-11 08:04:55+00:00,,284,3,70,2123
636480c8e5a601667530952,127.000000,400,2022-11-11 08:04:55+00:00,2022-11-11 08:04:55+00:00,,285,3,70,2123
636480c8e5a601667530952,126.000000,400,2022-11-11 08:04:55+00:00,2022-11-11 08:04:55+00:00,,286,3,70,2123
6365c614010c41667614228,232.000000,400,2022-11-11 08:08:05+00:00,2022-11-11 08:08:05+00:00,,484,3,142,2147
6364784a616fc1667528778,148.000000,400,2022-11-11 08:14:51+00:00,2022-11-11 08:14:51+00:00,,244,3,59,2129
6364784a616fc1667528778,115.000000,400,2022-11-11 08:14:51+00:00,2022-11-11 08:14:51+00:00,,245,3,59,2129
6361e16853f681667359080,252.000000,400,2022-11-11 08:16:56+00:00,2022-11-11 08:16:56+00:00,,45,3,9,2125
6364cc3b0e5201667550267,101.000000,400,2022-11-11 09:10:40+00:00,2022-11-11 09:10:40+00:00,,372,3,104,2110
6364cc3b0e5201667550267,150.000000,400,2022-11-11 09:10:40+00:00,2022-11-11 09:10:40+00:00,,373,3,104,2110
6364cc3b0e5201667550267,67.000000,400,2022-11-11 09:10:40+00:00,2022-11-11 09:10:40+00:00,,375,3,104,2110
6364ce5720a5c1667550807,110.000000,400,2022-11-11 09:11:11+00:00,2022-11-11 09:11:11+00:00,,377,3,106,2110
6364ce5720a5c1667550807,108.000000,400,2022-11-11 09:11:12+00:00,2022-11-11 09:11:12+00:00,,378,3,106,2110
6364a5bddf3321667540413,117.000000,400,2022-11-11 09:14:00+00:00,2022-11-11 09:14:00+00:00,,312,3,81,2116
6364a5bddf3321667540413,79.000000,400,2022-11-11 09:14:00+00:00,2022-11-11 09:14:00+00:00,,313,3,81,2116
6364a5bddf3321667540413,165.000000,400,2022-11-11 09:14:00+00:00,2022-11-11 09:14:00+00:00,,314,3,81,2116
6364a6c8450471667540680,118.000000,400,2022-11-11 09:14:43+00:00,2022-11-11 09:14:43+00:00,,319,3,83,2116
6364a6c8450471667540680,126.000000,400,2022-11-11 09:14:43+00:00,2022-11-11 09:14:43+00:00,,320,3,83,2116
63620ceb83c3e1667370219,380.000000,400,2022-11-11 10:13:38+00:00,2022-11-11 10:13:38+00:00,,91,3,14,1971
63620ceb83c3e1667370219,925.000000,400,2022-11-11 10:13:38+00:00,2022-11-11 10:13:38+00:00,,92,3,14,1971
6361e2be0aadf1667359422,252.000000,400,2022-11-11 10:31:03+00:00,2022-11-11 10:31:03+00:00,,52,3,7,2125
6361e2be0aadf1667359422,167.000000,400,2022-11-11 10:31:03+00:00,2022-11-11 10:31:03+00:00,,54,3,7,2125
6361e2be0aadf1667359422,252.000000,400,2022-11-11 10:31:03+00:00,2022-11-11 10:31:03+00:00,,55,3,7,2125
6361c80a0db111667352586,117.000000,400,2022-11-11 10:35:02+00:00,2022-11-11 10:35:02+00:00,,31,3,4,2126
6361c80a0db111667352586,118.000000,400,2022-11-11 10:35:02+00:00,2022-11-11 10:35:02+00:00,,32,3,4,2126
6364a844a78cf1667541060,218.000000,400,2022-11-11 10:43:04+00:00,2022-11-11 10:43:04+00:00,,330,3,87,2115
63638045b9ccf1667465285,0.900000,400,2022-11-11 10:49:32+00:00,2022-11-11 10:49:32+00:00,,158,3,35,2135
63638045b9ccf1667465285,61.000000,400,2022-11-11 10:49:32+00:00,2022-11-11 10:49:32+00:00,,159,3,35,2135
63638045b9ccf1667465285,151.000000,400,2022-11-11 10:49:32+00:00,2022-11-11 10:49:32+00:00,,160,3,35,2135
63638045b9ccf1667465285,102.000000,400,2022-11-11 10:49:32+00:00,2022-11-11 10:49:32+00:00,,161,3,35,2135
63638181363301667465601,102.000000,400,2022-11-11 10:49:57+00:00,2022-11-11 10:49:57+00:00,,163,3,36,2135
63637cc60997e1667464390,151.000000,400,2022-11-11 10:51:16+00:00,2022-11-11 10:51:16+00:00,,146,3,31,2134
63637cc60997e1667464390,67.000000,400,2022-11-11 10:51:16+00:00,2022-11-11 10:51:16+00:00,,148,3,31,2134
63637d2be05f11667464491,102.000000,400,2022-11-11 10:53:47+00:00,2022-11-11 10:53:47+00:00,,150,3,32,2134
63637d2be05f11667464491,120.000000,400,2022-11-11 10:53:48+00:00,2022-11-11 10:53:48+00:00,,151,3,32,2134
63638181363301667465601,104.000000,400,2022-11-11 10:55:24+00:00,2022-11-11 10:55:24+00:00,,164,3,36,2135
6364ca7ccafbd1667549820,100.000000,400,2022-11-11 10:57:45+00:00,2022-11-11 10:57:45+00:00,,364,3,101,2111
6364c74fb3c3c1667549007,122.000000,400,2022-11-11 11:00:42+00:00,2022-11-11 11:00:42+00:00,,356,3,100,2111
6364c74fb3c3c1667549007,150.000000,400,2022-11-11 11:00:42+00:00,2022-11-15 09:25:03+00:00,,357,3,100,2111
6364c74fb3c3c1667549007,110.000000,400,2022-11-11 11:00:42+00:00,2022-11-11 11:00:42+00:00,,358,3,100,2111
6364c74fb3c3c1667549007,110.000000,400,2022-11-11 11:00:42+00:00,2022-11-11 11:00:42+00:00,,359,3,100,2111
6364c74fb3c3c1667549007,66.000000,400,2022-11-11 11:00:42+00:00,2022-11-11 11:00:42+00:00,,360,3,100,2111
6364c74fb3c3c1667549007,149.000000,400,2022-11-11 11:00:42+00:00,2022-11-11 11:00:42+00:00,,361,3,100,2111
6364c74fb3c3c1667549007,100.000000,400,2022-11-11 11:00:42+00:00,2022-11-11 11:00:42+00:00,,362,3,100,2111
6364c74fb3c3c1667549007,66.000000,400,2022-11-11 11:00:43+00:00,2022-11-11 11:00:43+00:00,,363,3,100,2111
6365c372497631667613554,200.000000,400,2022-11-11 11:04:03+00:00,2022-11-11 11:04:03+00:00,,457,3,134,2145
636480c8e5a601667530952,102.000000,400,2022-11-11 13:52:51+00:00,2022-11-11 13:52:51+00:00,,289,3,70,2123
636480c8e5a601667530952,67.000000,400,2022-11-11 13:52:51+00:00,2022-11-11 13:52:51+00:00,,290,3,70,2123
6364805aa28271667530842,102.000000,400,2022-11-11 14:06:48+00:00,2022-11-11 14:06:48+00:00,,280,3,67,2124
6364807b5955f1667530875,110.000000,400,2022-11-11 14:10:52+00:00,2022-11-11 14:10:52+00:00,,281,3,68,2124
6364807b5955f1667530875,108.000000,400,2022-11-11 14:10:52+00:00,2022-11-11 14:10:52+00:00,,282,3,68,2124
636481469d9061667531078,102.000000,400,2022-11-12 08:23:54+00:00,2022-11-12 08:23:54+00:00,,291,3,71,2123
6365c4d88ef0e1667613912,200.000000,400,2022-11-12 08:26:29+00:00,2022-11-12 08:26:29+00:00,,470,3,138,2146
6365c5a7103551667614119,128.000000,400,2022-11-12 08:28:20+00:00,2022-11-12 08:28:20+00:00,,482,3,141,2147
6365c614010c41667614228,200.000000,400,2022-11-12 08:28:37+00:00,2022-11-12 08:28:37+00:00,,483,3,142,2147
636385dc3879e1667466716,135.000000,400,2022-11-12 09:24:06+00:00,2022-11-12 09:24:06+00:00,,195,3,47,2131
636385dc3879e1667466716,68.000000,400,2022-11-12 09:24:06+00:00,2022-11-12 09:24:06+00:00,,196,3,47,2131
636385dc3879e1667466716,103.000000,400,2022-11-12 09:24:06+00:00,2022-11-12 09:24:06+00:00,,198,3,47,2131
636386b29512a1667466930,103.000000,400,2022-11-12 09:25:14+00:00,2022-11-12 09:25:14+00:00,,200,3,48,2131
636386b29512a1667466930,119.000000,400,2022-11-12 09:25:14+00:00,2022-11-12 09:25:14+00:00,,201,3,48,2131
6363870a9fcae1667467018,110.000000,400,2022-11-12 09:25:38+00:00,2022-11-12 09:25:38+00:00,,202,3,49,2131
636da1aa1d74d1668129194,257.000000,400,2022-11-12 09:28:44+00:00,2022-11-12 09:28:44+00:00,,775,3,11,2128
636da1aa1d74d1668129194,257.000000,400,2022-11-12 09:28:44+00:00,2022-11-12 09:28:44+00:00,,776,3,11,2128
636480c8e5a601667530952,67.000000,400,2022-11-12 09:43:00+00:00,2022-11-12 09:43:00+00:00,,287,3,70,2123
636480c8e5a601667530952,151.000000,400,2022-11-12 09:43:00+00:00,2022-11-12 09:43:00+00:00,,288,3,70,2123
63648171363df1667531121,120.000000,400,2022-11-12 09:44:22+00:00,2022-11-12 09:44:22+00:00,,292,3,72,2123
63648171363df1667531121,116.000000,400,2022-11-12 09:44:22+00:00,2022-11-12 09:44:22+00:00,,293,3,72,2123
6361c80a0db111667352586,104.000000,400,2022-11-12 09:50:31+00:00,2022-11-12 09:50:31+00:00,,30,3,4,2126
6361c715b2dc01667352341,120.000000,400,2022-11-12 10:00:01+00:00,2022-11-12 10:00:01+00:00,,28,3,5,2126
636c49fc2e4371668041212,101.000000,400,2022-11-12 10:04:11+00:00,2022-11-14 10:11:44+00:00,,694,3,206,2034
636c49fc2e4371668041212,101.000000,400,2022-11-12 10:04:11+00:00,2022-11-14 10:11:44+00:00,,695,3,206,2034
636d9fee999991668128750,60.000000,400,2022-11-12 10:07:04+00:00,2022-11-12 10:07:04+00:00,,772,3,239,2041
636d9fee999991668128750,50.000000,400,2022-11-12 10:07:04+00:00,2022-11-12 10:07:04+00:00,,773,3,239,2041
636c4fa970ad71668042665,100.000000,400,2022-11-14 10:06:00+00:00,2022-11-14 10:06:00+00:00,,699,3,210,2036
636c4b3294c151668041522,100.000000,400,2022-11-14 10:08:12+00:00,2022-11-14 10:08:12+00:00,,697,3,208,2037
636c47f4439eb1668040692,50.000000,400,2022-11-14 10:21:37+00:00,2022-11-14 10:21:37+00:00,,685,3,204,2056
636c47f4439eb1668040692,50.000000,400,2022-11-14 10:21:37+00:00,2022-11-14 10:21:37+00:00,,686,3,204,2056
636c47f4439eb1668040692,50.000000,400,2022-11-14 10:21:37+00:00,2022-11-14 10:21:37+00:00,,687,3,204,2056
6368547df3da01667781757,50.000000,400,2022-11-14 10:32:33+00:00,2022-11-14 10:32:33+00:00,,498,3,146,2055
6368547df3da01667781757,50.000000,400,2022-11-14 10:32:33+00:00,2022-11-14 10:32:33+00:00,,499,3,146,2055
6368547df3da01667781757,50.000000,400,2022-11-14 10:32:33+00:00,2022-11-14 10:32:33+00:00,,500,3,146,2055
636853f37e67f1667781619,50.000000,400,2022-11-14 10:33:19+00:00,2022-11-14 10:33:19+00:00,,490,3,145,2055
636853f37e67f1667781619,50.000000,400,2022-11-14 10:33:20+00:00,2022-11-14 10:33:20+00:00,,491,3,145,2055
636853f37e67f1667781619,50.000000,400,2022-11-14 10:33:20+00:00,2022-11-14 10:33:20+00:00,,492,3,145,2055
636853f37e67f1667781619,50.000000,400,2022-11-14 10:33:20+00:00,2022-11-14 10:33:20+00:00,,493,3,145,2055
636853f37e67f1667781619,33.000000,400,2022-11-14 10:33:20+00:00,2022-11-14 10:33:20+00:00,,494,3,145,2055
636853f37e67f1667781619,80.000000,400,2022-11-14 10:33:20+00:00,2022-11-14 10:33:20+00:00,,495,3,145,2055
636853f37e67f1667781619,50.000000,400,2022-11-14 10:33:20+00:00,2022-11-14 10:33:20+00:00,,496,3,145,2055
636853f37e67f1667781619,33.000000,400,2022-11-14 10:33:20+00:00,2022-11-14 10:33:20+00:00,,497,3,145,2055
636382aab74711667465898,66.000000,400,2022-11-14 10:41:55+00:00,2022-11-14 10:41:55+00:00,,170,3,39,2133
636382aab74711667465898,100.000000,400,2022-11-14 10:41:55+00:00,2022-11-14 10:41:55+00:00,,171,3,39,2133
